rental_id;start_station_fk;end_station_fk;cost;rent_time;distance;vehicle_fk;user_fk;correct_putting;date_of_start;time_of_start
97;16;11;630.55;97;12417;17;5;1;03-10-2016;13:50
98;88;15;247.9;109;4740;31;19;1;20-08-2016;02:21
99;75;98;188.55;123;3525;94;71;1;12-10-2018;19:24
100;79;40;574.55;12;11467;96;60;1;14-12-2018;12:26
101;6;8;279.75;15;5565;2;16;1;06-11-2019;14:09
102;92;55;751.3;24;14978;15;60;1;19-01-2017;13:33
103;2;82;91.9;13;1812;27;94;1;27-03-2018;17:07
104;96;42;723.7;118;14238;37;84;1;17-01-2018;04:10
105;27;35;461.25;180;8865;28;49;1;31-01-2019;19:55
106;71;74;106.8;13;2110;19;97;1;02-06-2017;21:11
107;96;27;677.5;46;13458;25;23;1;04-10-2019;06:21
108;69;8;165.6;130;3052;46;65;1;01-05-2018;09:18
109;93;48;306.6;14;6104;65;58;1;06-11-2018;15:05
110;97;73;395.3;25;7856;13;89;1;10-03-2017;04:19
111;87;88;659.8;86;13024;13;5;1;30-08-2017;16:52
112;64;81;347.0;5;6930;63;71;1;23-04-2016;08:37
113;50;95;706.4;148;13832;81;47;1;18-04-2016;17:43
114;21;41;76.05;51;1419;37;45;1;18-08-2019;14:02
115;16;94;151.6;128;2776;52;54;1;20-11-2016;14:45
116;25;77;19.75;55;285;40;81;1;19-10-2018;08:35
117;14;68;389.05;66;7649;50;19;1;24-07-2019;15:37
118;63;61;661.4;172;12884;51;35;1;12-07-2016;02:11
119;7;36;514.35;23;10241;63;66;1;11-03-2019;03:29
120;5;81;620.05;77;12247;56;39;1;29-04-2018;11:47
121;90;6;463.35;76;9115;85;28;1;17-05-2018;19:24
122;73;70;416.8;175;7986;91;69;1;28-06-2016;04:12
123;83;71;40.55;146;519;26;1;1;20-07-2019;02:12
124;77;82;237.75;102;4551;86;94;1;13-07-2016;10:16
125;34;41;345.15;154;6595;89;9;1;03-09-2018;23:29
126;56;74;335.95;140;6439;71;41;1;09-03-2016;18:05
127;60;20;198.35;132;3703;75;33;1;26-06-2017;17:07
128;62;62;46.6;94;744;75;73;1;03-08-2018;21:11
129;13;39;714.35;158;13971;82;52;1;12-02-2016;10:03
130;42;38;228.85;160;4257;12;65;1;25-11-2016;05:24
131;55;24;568.7;64;11246;55;70;1;13-09-2018;02:52
132;37;34;353.6;161;6750;41;73;1;28-07-2016;08:34
133;31;66;159.0;92;2996;3;3;1;06-03-2018;12:02
134;87;28;364.5;158;6974;34;68;0;16-08-2016;15:40
135;95;47;131.3;100;2426;66;13;1;23-05-2017;08:27
136;46;27;330.9;118;6382;4;31;1;03-12-2017;01:22
137;82;33;662.1;124;12994;47;84;1;26-02-2018;17:55
138;10;22;510.2;82;10040;73;95;1;04-08-2016;08:52
139;2;45;525.9;106;10306;97;51;1;20-05-2019;15:30
140;42;27;634.25;127;12431;13;71;1;04-03-2017;09:11
141;93;67;313.7;47;6180;45;58;1;03-02-2016;03:53
142;38;49;371.85;112;7213;10;6;1;06-08-2016;14:37
143;17;45;311.3;24;6178;40;46;1;07-09-2019;01:43
144;25;45;152.05;11;3019;72;80;1;03-09-2019;23:13
145;91;20;514.95;133;10033;45;79;1;01-03-2019;12:19
146;45;66;147.5;173;2604;45;69;1;23-05-2019;18:05
147;48;86;373.95;83;7313;75;47;1;13-11-2019;17:08
148;14;96;460.35;176;8855;8;72;0;27-06-2018;13:06
149;90;4;366.4;16;7296;77;44;0;18-05-2016;17:14
150;20;50;327.65;76;6401;20;84;0;02-05-2018;02:26
151;88;55;332.25;127;6391;23;66;1;14-03-2017;15:48
152;82;91;207.3;101;3944;53;92;1;15-09-2017;00:44
153;19;35;138.2;141;2482;82;16;1;15-09-2016;17:27
154;78;34;118.75;116;2143;39;22;1;10-07-2018;04:26
155;43;89;32.45;62;525;89;72;1;25-07-2016;10:46
156;88;64;210.45;15;4179;56;56;1;27-11-2017;13:04
157;100;49;187.65;117;3519;21;41;0;11-09-2019;06:47
158;91;39;669.2;17;13350;46;29;1;26-06-2018;10:34
159;71;80;421.85;74;8289;74;44;1;02-05-2016;21:42
160;80;53;510.1;162;9878;55;98;1;10-06-2018;22:52
161;57;13;740.4;180;14448;76;5;0;05-11-2016;04:24
162;50;20;639.75;37;12721;75;8;1;21-08-2019;01:45
163;62;73;182.4;47;3554;82;37;1;26-02-2019;11:54
164;22;9;347.0;81;6778;84;75;1;26-11-2019;15:13
165;27;45;730.75;173;14269;13;60;1;12-09-2018;22:12
166;15;45;239.65;145;4503;78;84;1;31-01-2017;08:09
167;20;88;491.45;121;9587;30;63;0;07-02-2019;16:15
168;28;63;661.25;130;12965;13;22;1;17-03-2019;03:23
169;88;23;100.75;65;1885;34;77;1;05-04-2018;16:51
170;42;46;318.65;129;6115;66;1;1;22-04-2017;14:48
171;7;6;734.35;83;14521;87;85;0;28-02-2018;17:22
172;75;86;65.85;11;1295;31;63;1;26-10-2018;23:01
173;5;83;695.5;163;13584;78;48;1;22-01-2017;18:21
174;20;51;684.2;89;13506;46;90;1;19-09-2016;05:38
175;65;39;699.4;35;13918;72;76;1;28-08-2019;13:44
176;7;79;171.0;104;3212;57;89;0;03-03-2017;06:14
177;83;80;405.7;30;8054;31;17;1;16-10-2016;18:59
178;23;24;400.0;44;7912;8;79;1;09-10-2016;06:30
179;86;44;693.05;13;13835;32;77;1;27-05-2019;14:52
180;11;39;508.35;56;10055;79;6;1;30-10-2016;07:06
181;59;45;384.9;73;7552;51;41;1;09-02-2017;06:57
182;76;74;37.7;93;568;84;19;1;01-05-2019;01:27
183;72;90;719.25;16;14353;79;43;1;04-07-2017;11:15
184;17;46;234.0;93;4494;67;33;1;22-12-2017;17:42
185;38;21;334.55;44;6603;22;84;1;22-07-2018;03:28
186;97;97;443.45;74;8721;45;25;1;12-12-2018;10:49
187;49;19;285.3;110;5486;25;92;1;18-04-2017;07:07
188;20;44;613.3;19;12228;86;7;1;06-05-2017;01:14
189;19;80;469.4;45;9298;43;75;1;11-05-2016;12:26
190;26;53;115.15;122;2059;62;57;1;05-01-2019;12:37
191;17;21;611.1;34;12154;7;57;1;17-05-2018;04:12
192;12;41;523.55;137;10197;94;88;1;24-04-2016;10:31
193;87;10;366.05;18;7285;26;51;1;06-12-2017;00:14
194;11;13;578.1;83;11396;44;50;1;07-10-2017;06:42
195;88;8;219.7;145;4104;57;7;1;17-06-2019;00:17
196;77;93;744.65;131;14631;63;33;1;24-06-2019;09:38
197;22;86;752.95;99;14861;20;69;1;18-07-2019;23:42
198;53;11;528.3;33;10500;61;61;1;25-12-2016;19:43
199;9;80;160.1;78;3046;82;12;1;13-09-2017;14:43
200;40;46;362.6;151;6950;11;70;1;05-10-2017;13:46
201;22;98;552.75;154;10747;99;41;1;26-06-2019;16:54
202;83;92;108.0;66;2028;44;50;1;07-10-2018;07:02
203;97;19;108.95;82;2015;45;3;1;02-04-2017;02:54
204;86;60;200.8;133;3750;57;8;1;17-08-2019;09:01
205;6;45;617.4;151;12046;72;36;1;24-04-2019;05:58
206;4;84;174.1;113;3256;45;21;1;04-07-2018;10:04
207;86;67;173.35;88;3291;49;68;1;24-01-2016;12:33
208;57;81;519.15;178;10027;59;4;0;04-06-2016;09:33
209;1;99;112.0;68;2104;69;68;1;02-04-2018;18:31
210;60;34;354.15;67;6949;70;26;1;15-06-2018;14:21
211;19;10;635.85;80;12557;72;7;1;09-10-2017;08:47
212;11;53;665.65;30;13253;56;25;1;04-06-2018;19:02
213;47;21;108.55;136;1899;79;8;1;23-02-2018;21:26
214;33;89;430.55;56;8499;44;19;1;21-04-2019;13:02
215;53;89;721.4;6;14416;88;17;1;11-06-2019;11:52
216;86;72;174.9;88;3322;71;58;1;04-09-2016;17:55
217;43;96;562.5;114;11022;40;1;0;17-10-2018;07:04
218;19;79;56.6;55;1022;6;34;1;11-08-2017;05:11
219;17;25;136.75;176;2383;75;49;1;31-10-2019;23:36
220;88;71;717.65;67;14219;64;70;1;08-01-2016;05:53
221;87;37;672.05;104;13233;50;9;1;21-08-2019;09:33
222;39;39;752.6;177;14698;28;11;1;28-05-2018;14:43
223;76;3;718.8;46;14284;42;88;1;01-12-2017;08:42
224;51;100;117.05;109;2123;79;25;1;18-05-2018;23:21
225;56;72;235.4;71;4566;26;95;1;13-09-2018;09:26
226;6;27;89.45;119;1551;60;19;1;16-12-2019;05:25
227;89;20;112.85;165;1927;33;54;1;06-12-2016;00:30
228;52;51;161.3;84;3058;18;30;1;06-10-2016;10:52
229;54;21;69.55;32;1327;32;87;1;16-12-2018;19:44
230;67;24;613.55;111;12049;45;96;1;08-01-2019;08:09
231;67;80;657.55;119;12913;98;22;1;22-12-2019;05:10
232;26;62;92.9;48;1762;57;48;1;01-05-2017;07:55
233;25;75;457.5;78;8994;4;78;1;07-09-2019;13:58
234;34;98;463.7;167;8940;58;21;0;11-07-2019;14:34
235;12;25;756.6;168;14796;17;28;1;19-01-2017;05:34
236;62;57;288.5;86;5598;20;92;1;15-10-2018;20:42
237;80;52;723.75;93;14289;40;13;1;11-06-2016;06:59
238;93;69;236.0;27;4666;25;61;1;22-02-2017;20:48
239;8;6;419.85;129;8139;19;25;1;08-02-2016;21:42
240;85;41;655.45;153;12803;44;15;1;08-10-2018;14:08
241;70;89;494.7;144;9606;37;1;1;29-08-2019;08:15
242;15;46;525.95;45;10429;71;23;1;16-07-2016;02:06
243;47;8;35.95;146;427;68;56;1;11-05-2016;17:39
244;8;76;128.65;40;2493;37;88;1;20-08-2018;21:54
245;86;29;759.6;96;15000;94;99;1;12-03-2016;22:20
246;79;89;579.35;79;11429;6;54;1;24-10-2018;09:52
247;46;54;321.2;151;6122;6;53;1;23-11-2018;22:24
248;15;24;417.05;161;8019;62;90;1;24-04-2016;11:26
249;43;8;475.35;33;9441;14;95;1;08-09-2016;17:49
250;21;73;91.0;110;1600;8;38;1;08-07-2016;11:59
251;67;50;408.95;177;7825;1;89;1;16-07-2019;04:04
252;79;26;620.75;19;12377;14;31;1;25-12-2016;17:08
253;30;29;683.3;177;13312;26;76;1;30-11-2019;20:43
254;18;22;455.6;24;9064;95;28;1;19-09-2016;08:52
255;58;31;316.65;130;6073;22;33;1;11-01-2017;13:33
256;71;57;451.25;147;8731;12;5;1;17-06-2019;21:55
257;27;64;388.55;121;7529;87;91;1;05-10-2018;13:09
258;30;78;151.6;17;2998;41;4;1;18-05-2016;16:15
259;25;74;714.35;31;14225;15;48;1;18-05-2019;10:59
260;26;20;553.2;62;10940;99;76;1;16-10-2018;04:15
261;81;92;140.5;101;2608;32;58;1;03-06-2017;08:57
262;16;64;332.3;89;6468;65;80;1;17-12-2016;14:43
263;69;34;283.55;120;5431;62;6;1;10-10-2018;04:41
264;43;61;557.05;96;10949;5;20;1;10-09-2017;10:55
265;72;33;544.45;82;10725;9;80;1;28-01-2017;01:14
266;66;99;114.7;104;2086;65;65;1;31-03-2018;18:53
267;65;11;24.4;65;358;4;2;1;30-06-2017;17:47
268;11;66;296.6;64;5804;29;66;1;05-03-2017;10:19
269;50;58;99.35;72;1843;81;95;1;21-12-2018;22:23
270;43;39;614.15;92;12099;72;86;0;17-12-2018;15:26
271;79;53;99.1;162;1658;76;70;1;29-08-2019;14:53
272;40;79;269.6;97;5198;19;37;1;16-12-2016;12:40
273;50;54;35.4;20;668;30;19;1;29-09-2017;15:03
274;47;86;229.55;99;4393;28;49;1;31-01-2019;16:58
275;89;29;226.3;42;4442;30;66;1;05-03-2018;01:49
276;16;73;451.05;116;8789;85;83;1;07-11-2016;20:23
277;7;62;427.55;122;8307;55;55;1;11-08-2019;06:56
278;52;88;91.25;91;1643;83;39;1;24-02-2018;06:27
279;30;79;386.6;59;7614;69;22;1;10-11-2016;05:52
280;76;79;705.85;173;13771;27;76;1;20-11-2016;20:29
281;61;36;658.2;117;12930;16;37;1;11-07-2016;09:46
282;11;13;269.6;50;5292;76;22;1;26-03-2017;11:35
283;80;6;634.4;126;12436;23;55;1;29-02-2016;18:43
284;90;96;268.15;118;5127;58;63;1;05-07-2016;01:31
285;95;59;760.55;179;14853;19;65;1;17-02-2018;01:24
286;14;77;673.4;103;13262;58;14;1;15-01-2016;14:03
287;20;58;697.1;16;13910;40;61;1;14-08-2016;11:30
288;8;21;119.45;5;2379;80;47;0;13-03-2017;01:33
289;97;81;460.7;80;9054;5;7;1;14-04-2017;20:49
290;32;70;442.2;164;8516;77;9;1;11-08-2017;07:47
291;54;73;158.75;17;3141;3;40;1;22-01-2019;02:44
292;98;27;286.0;173;5374;13;20;1;03-11-2019;03:45
293;11;97;105.5;30;2050;79;98;1;05-05-2017;13:30
294;58;36;649.65;82;12829;19;72;1;23-12-2017;10:42
295;7;14;60.9;101;1016;1;19;1;29-11-2017;10:16
296;97;65;288.4;88;5592;1;71;1;09-05-2017;05:55
297;34;91;677.0;151;13238;47;22;1;10-04-2016;18:19
298;75;6;110.45;132;1945;16;42;1;01-07-2018;22:22
299;77;23;175.0;141;3218;4;68;1;19-06-2019;21:06
300;17;37;83.15;11;1641;12;72;1;09-02-2019;14:24
301;26;15;151.5;158;2714;40;79;0;01-10-2018;12:49
302;27;89;145.95;17;2885;66;30;1;16-07-2017;05:52
303;41;74;393.9;146;7586;91;79;1;08-06-2016;05:26
304;64;32;697.4;52;13844;55;77;1;19-07-2019;09:25
305;41;29;113.55;6;2259;18;39;1;09-10-2019;12:45
306;32;67;455.4;154;8800;70;26;1;23-05-2018;17:25
307;38;26;112.95;113;2033;84;59;1;30-08-2016;12:42
308;39;47;103.55;80;1911;73;60;1;28-04-2019;03:47
309;42;25;195.4;129;3650;87;45;1;09-04-2018;06:04
310;44;55;367.65;99;7155;94;72;1;17-03-2017;10:06
311;13;90;477.2;19;9506;33;70;1;25-10-2018;03:53
312;56;22;188.7;156;3462;33;40;1;02-07-2016;13:09
313;23;78;592.0;14;11812;6;3;1;19-02-2016;23:49
314;25;2;120.55;152;2107;6;9;1;18-10-2017;08:19
315;56;63;281.95;121;5397;52;95;0;26-07-2017;08:08
316;71;63;105.05;78;1945;22;23;1;23-12-2016;10:03
317;18;69;394.65;100;7693;30;1;0;03-05-2017;20:42
318;33;50;173.4;69;3330;38;18;1;17-05-2016;18:10
319;27;45;408.55;74;8023;64;18;1;17-06-2017;13:25
320;18;19;398.5;57;7856;25;70;1;28-01-2017;14:35
321;73;22;668.3;143;13080;30;61;1;05-03-2017;04:07
322;74;94;393.15;146;7571;12;58;1;23-05-2018;18:55
323;48;42;413.65;19;8235;41;49;1;21-04-2019;18:10
324;40;99;670.95;40;13339;83;3;1;04-08-2017;18:16
325;89;20;228.4;57;4454;93;52;1;27-06-2016;13:08
326;18;16;223.9;28;4422;66;52;1;04-11-2019;21:05
327;17;32;247.5;169;4612;41;8;1;17-12-2017;03:54
328;63;17;354.55;89;6913;87;25;1;20-05-2019;14:46
329;75;88;257.9;81;4996;24;46;1;19-10-2019;10:15
330;81;46;152.4;32;2984;46;98;1;05-06-2019;15:59
331;12;17;467.3;148;9050;91;60;1;09-01-2016;04:22
332;27;33;43.3;162;542;23;85;0;18-12-2018;12:02
333;81;97;216.4;76;4176;78;54;0;15-10-2019;02:15
334;19;55;208.3;125;3916;67;26;1;15-11-2019;09:06
335;6;66;378.6;11;7550;82;62;1;21-09-2016;20:12
336;58;54;356.75;157;6821;50;81;1;17-03-2016;14:04
337;74;83;568.9;47;11284;23;3;1;15-12-2018;23:35
338;16;13;610.2;159;11886;98;34;1;03-02-2017;08:56
339;69;25;733.55;96;14479;41;72;1;08-05-2019;08:03
340;49;70;184.0;118;3444;79;57;1;07-09-2016;07:27
341;99;8;76.6;82;1368;21;87;1;29-07-2017;01:43
342;43;51;202.7;101;3852;53;77;1;11-06-2019;01:18
343;89;6;590.85;47;11723;59;10;1;22-12-2016;07:03
344;84;94;51.1;113;796;87;37;1;13-07-2018;18:09
345;7;46;448.15;154;8655;5;25;1;28-04-2019;13:41
346;5;16;759.85;152;14893;82;75;0;21-02-2018;10:42
347;65;68;533.7;109;10456;72;88;1;20-12-2017;11:56
348;22;94;175.7;151;3212;1;67;1;23-08-2018;18:35
349;28;64;559.1;64;11054;9;82;0;20-03-2016;07:36
350;94;35;357.45;53;7043;20;8;1;23-05-2019;02:00
351;12;18;351.4;52;6924;16;19;1;21-09-2018;13:54
352;63;14;261.05;8;5205;26;12;1;28-01-2019;16:02
353;67;7;230.85;85;4447;60;34;1;04-12-2019;17:59
354;17;6;647.55;114;12723;25;77;1;02-04-2019;03:59
355;8;65;501.65;149;9735;26;38;0;04-01-2017;10:36
356;22;11;43.0;168;524;62;14;1;24-09-2019;23:18
357;17;33;194.8;70;3756;64;32;1;01-02-2019;09:35
358;60;74;130.25;45;2515;100;32;1;13-03-2019;05:29
359;39;66;605.2;103;11898;94;55;1;16-07-2016;15:46
360;5;54;303.8;154;5768;97;13;1;31-01-2017;12:05
361;65;49;440.85;79;8659;9;83;1;20-05-2016;06:52
362;98;95;744.4;120;14648;28;68;1;27-11-2019;17:02
363;5;3;369.8;20;7356;4;23;1;13-07-2018;03:03
364;93;27;62.2;175;894;2;56;1;08-03-2017;11:13
365;9;55;628.55;121;12329;6;87;1;01-05-2017;04:07
366;89;97;85.7;73;1568;3;38;1;29-05-2016;00:43
367;27;19;396.9;90;7758;95;10;1;01-07-2018;17:52
368;40;74;242.1;162;4518;37;62;1;04-04-2019;07:16
369;19;31;731.0;63;14494;33;84;1;02-08-2019;05:22
370;60;53;363.3;107;7052;5;5;1;11-06-2016;05:43
371;77;49;312.5;80;6090;27;42;1;11-09-2018;13:00
372;54;69;323.95;128;6223;75;83;1;01-11-2016;10:26
373;77;5;302.2;162;5720;64;78;1;05-01-2016;10:03
374;100;71;623.65;25;12423;29;62;1;17-12-2019;15:06
375;73;22;330.25;108;6389;74;39;1;27-01-2016;15:28
376;91;85;269.55;67;5257;26;36;1;03-03-2017;06:59
377;75;68;689.95;12;13775;70;63;0;02-02-2018;21:12
378;35;68;616.65;177;11979;66;5;1;03-12-2017;09:53
379;27;60;451.2;18;8988;7;17;1;12-01-2018;02:38
380;42;62;593.25;89;11687;32;16;1;05-05-2018;05:09
381;67;10;696.3;64;13798;7;56;1;02-04-2019;12:20
382;55;31;622.45;144;12161;5;65;1;15-12-2017;09:22
383;15;61;531.25;65;10495;69;12;1;25-06-2017;14:41
384;86;48;288.55;127;5517;58;18;1;02-01-2017;07:08
385;43;29;31.85;96;445;44;78;1;16-12-2018;02:57
386;10;8;716.15;14;14295;8;82;0;12-10-2019;13:34
387;12;18;579.05;59;11463;12;9;1;11-09-2016;04:37
388;9;85;209.25;150;3885;59;45;1;06-03-2017;01:25
389;59;6;50.45;53;903;49;43;1;11-11-2019;10:25
390;8;71;148.6;140;2692;85;3;1;16-02-2019;03:58
391;59;34;696.3;12;13902;74;100;1;30-06-2017;05:48
392;61;23;743.6;65;14742;25;92;1;02-02-2017;13:37
393;77;18;82.7;146;1362;92;68;1;26-05-2018;16:48
394;38;5;531.3;38;10550;63;96;1;28-02-2017;20:44
395;11;83;318.8;134;6108;80;36;1;10-04-2019;18:04
396;73;3;662.2;19;13206;2;81;1;22-03-2016;18:06
397;16;8;552.3;69;10908;1;83;1;04-01-2016;09:42
398;68;24;279.8;91;5414;86;89;1;13-06-2019;21:39
399;83;42;256.05;116;4889;11;71;1;15-06-2016;03:36
400;6;16;165.45;65;3179;20;92;1;12-12-2017;11:01
401;33;32;113.6;75;2122;21;48;1;02-09-2016;22:40
402;91;32;353.7;7;7060;13;3;1;10-01-2016;18:42
403;10;4;630.7;85;12444;30;6;1;24-03-2018;04:52
404;25;99;92.65;59;1735;6;86;1;05-10-2016;17:33
405;42;10;606.25;123;11879;33;55;1;01-10-2017;07:03
406;39;10;118.55;29;2313;15;57;1;02-04-2016;16:45
407;89;55;485.55;27;9657;76;81;1;14-06-2016;13:01
408;33;53;411.3;180;7866;88;15;1;30-12-2018;07:23
409;34;2;333.65;34;6605;54;85;1;17-03-2016;01:36
410;17;36;311.65;95;6043;57;44;1;12-01-2019;07:49
411;65;40;598.75;49;11877;37;44;1;25-06-2019;00:38
412;93;14;120.1;25;2352;43;74;1;31-03-2017;16:08
413;52;76;299.3;65;5856;84;70;1;17-11-2017;19:51
414;24;80;359.55;56;7079;99;30;1;23-05-2017;18:53
415;50;84;118.8;143;2090;67;90;1;21-04-2019;08:59
416;83;82;76.7;47;1440;65;73;1;10-07-2016;21:37
417;50;61;288.35;38;5691;64;22;1;26-03-2017;08:48
418;98;95;738.85;54;14669;6;96;1;16-11-2018;16:32
419;19;87;597.2;145;11654;85;6;1;29-08-2018;17:25
420;17;63;278.85;7;5563;67;100;1;17-04-2016;14:13
421;8;26;598.0;119;11722;81;38;1;08-12-2017;00:12
422;74;93;49.35;15;957;38;25;1;05-11-2016;10:15
423;28;10;67.8;87;1182;39;13;1;25-11-2016;16:34
424;48;16;195.4;61;3786;61;33;1;09-06-2017;14:03
425;82;4;217.0;88;4164;89;87;1;04-04-2016;03:31
426;67;65;268.1;28;5306;48;85;1;14-07-2017;10:50
427;85;21;453.2;156;8752;11;38;1;05-10-2016;07:18
428;44;23;246.45;109;4711;31;38;1;24-06-2018;23:55
429;18;14;154.3;146;2794;27;62;1;19-03-2018;14:10
430;40;26;305.95;173;5773;100;36;1;26-12-2019;11:15
431;52;55;727.25;20;14505;8;44;1;09-03-2019;01:48
432;29;68;588.75;134;11507;31;25;1;26-04-2017;02:10
433;95;56;585.45;144;11421;89;43;0;05-09-2019;17:46
434;81;45;393.3;54;7758;18;56;1;05-11-2016;00:22
