Id;Longitude;Latitude;In_Use;Capacity;Name
5406;23.305012;50.978227;1;21;s21x5406
5407;23.58479;51.909043;1;11;s11x5407
5408;15.674846;49.999246;1;10;s10x5408
5409;21.217548;52.177686;1;23;s23x5409
5410;18.064876;51.737722;1;13;s13x5410
5411;15.312455;51.933826;1;12;s12x5411
5412;23.085612;51.917791;0;18;s18x5412
5413;17.919876;52.605914;1;25;s25x5413
5414;20.969138;53.024092;1;12;s12x5414
5415;19.501203;51.007131;1;25;s25x5415
5416;19.792408;54.760527;1;10;s10x5416
5417;16.223973;51.50156;1;12;s12x5417
5418;19.071678;51.388073;0;9;s9x5418
5419;18.05716;50.138208;1;16;s16x5419
5420;17.762457;51.349417;1;27;s27x5420
5421;20.006281;51.792814;1;7;s7x5421
5422;17.237684;52.170578;1;29;s29x5422
5423;20.800363;52.018647;1;10;s10x5423
5424;15.216595;49.819433;1;25;s25x5424
5425;23.282611;51.8388;1;29;s29x5425
5426;22.292762;49.149061;1;6;s6x5426
5427;19.548788;52.135541;1;9;s9x5427
5428;21.330022;50.673853;1;5;s5x5428
5429;21.207266;51.086712;1;15;s15x5429
5430;17.463112;53.762074;1;26;s26x5430
5431;17.960574;51.907624;1;5;s5x5431
5432;18.616894;53.671368;1;30;s30x5432
5433;17.754665;54.713786;1;8;s8x5433
5434;17.229816;51.601794;1;23;s23x5434
5435;17.731477;54.017777;1;26;s26x5435
5436;14.390738;53.571989;1;5;s5x5436
5437;19.732492;54.468895;0;14;s14x5437
5438;14.990259;54.440097;1;27;s27x5438
5439;16.770454;54.46793;0;22;s22x5439
5440;19.727955;49.517656;1;28;s28x5440
5441;18.344418;50.294656;1;13;s13x5441
5442;15.066937;52.604557;1;23;s23x5442
5443;22.954443;50.572819;1;6;s6x5443
5444;21.689832;52.009239;1;28;s28x5444
5445;21.734758;53.327647;1;11;s11x5445
5446;21.392126;52.013534;1;15;s15x5446
5447;23.704631;54.558772;1;17;s17x5447
5448;22.43181;50.08685;1;5;s5x5448
5449;20.05609;52.039287;1;10;s10x5449
5450;15.644952;52.800695;1;21;s21x5450
5451;15.481165;49.35531;1;13;s13x5451
5452;19.484131;51.562753;1;9;s9x5452
5453;22.918593;49.827643;1;19;s19x5453
5454;19.323367;53.612051;1;30;s30x5454
5455;15.977074;54.447914;0;22;s22x5455
5456;16.250744;50.846128;1;12;s12x5456
5457;15.996178;50.365873;1;14;s14x5457
5458;22.42302;52.153996;1;8;s8x5458
5459;16.789851;53.98219;1;9;s9x5459
5460;19.261328;54.087792;1;8;s8x5460
5461;23.636751;51.120647;0;13;s13x5461
5462;23.209807;53.863009;1;9;s9x5462
5463;22.837525;51.339268;1;27;s27x5463
5464;21.778429;49.920895;1;13;s13x5464
5465;20.088813;50.991741;1;17;s17x5465
5466;18.844864;52.077707;1;28;s28x5466
5467;20.435386;54.784252;1;16;s16x5467
5468;22.783235;50.445555;1;21;s21x5468
5469;16.275075;51.179148;1;14;s14x5469
5470;22.068165;52.116935;1;29;s29x5470
5471;19.426861;53.397615;1;19;s19x5471
5472;17.86745;54.042526;1;7;s7x5472
5473;14.645752;52.858312;1;13;s13x5473
5474;19.30576;54.053189;1;24;s24x5474
5475;22.725781;51.099677;1;23;s23x5475
5476;17.459746;51.587898;1;22;s22x5476
5477;23.742062;51.993957;1;10;s10x5477
5478;23.077319;49.250203;1;19;s19x5478
5479;17.622076;54.476102;1;29;s29x5479
5480;21.398931;53.383324;1;20;s20x5480
5481;14.73478;50.099443;1;30;s30x5481
5482;23.89319;51.070263;1;21;s21x5482
5483;22.41813;54.272784;0;15;s15x5483
5484;21.835223;49.239195;1;26;s26x5484
5485;14.604573;54.203791;1;30;s30x5485
5486;16.422693;54.071429;1;19;s19x5486
5487;14.125503;49.818978;1;13;s13x5487
5488;23.009715;49.12181;1;10;s10x5488
5489;21.712124;50.45846;1;24;s24x5489
5490;15.211813;49.830578;1;13;s13x5490
5491;20.475176;53.824245;1;6;s6x5491
5492;15.296024;52.009546;1;22;s22x5492
5493;16.335434;51.367636;1;7;s7x5493
5494;22.642776;51.304751;1;22;s22x5494
5495;24.06901;54.371805;1;16;s16x5495
5496;15.881282;53.420999;1;19;s19x5496
5497;23.58324;50.875655;1;11;s11x5497
5498;23.508284;50.178991;1;7;s7x5498
5499;16.315902;50.749475;1;12;s12x5499
5500;17.387785;49.660682;1;16;s16x5500
5501;17.900437;52.287927;1;5;s5x5501
5502;18.012504;54.762122;1;19;s19x5502
5503;22.024654;51.716301;1;17;s17x5503
5504;20.757485;51.232477;0;10;s10x5504
5505;18.902668;53.391643;1;9;s9x5505
5506;17.206018;50.243452;0;15;s15x5506
5507;21.67593;50.40049;1;27;s27x5507
5508;18.184422;54.157139;0;9;s9x5508
5509;19.131024;49.363357;1;7;s7x5509
5510;17.321798;53.428065;1;24;s24x5510
5511;19.728477;51.620549;1;29;s29x5511
5512;19.254471;50.77726;1;15;s15x5512
5513;16.407153;54.200473;1;29;s29x5513
5514;20.362212;53.205453;0;16;s16x5514
5515;19.874543;49.271647;0;8;s8x5515
5516;23.384087;49.816043;1;18;s18x5516
5517;23.065691;53.299527;1;12;s12x5517
5518;15.798884;53.782347;1;7;s7x5518
5519;14.686159;49.887718;0;9;s9x5519
5520;15.622362;52.702286;1;17;s17x5520
5521;23.92142;50.888132;1;25;s25x5521
5522;24.027885;53.595395;1;16;s16x5522
5523;17.167159;49.018646;1;13;s13x5523
5524;14.695116;49.595064;1;13;s13x5524
5525;16.183619;52.646384;1;21;s21x5525
5526;14.391952;51.813179;1;9;s9x5526
5527;16.968049;51.760815;1;27;s27x5527
5528;22.264654;53.185915;1;25;s25x5528
5529;14.390789;51.322713;1;14;s14x5529
5530;20.839712;51.89776;1;12;s12x5530
5531;17.600094;54.450833;1;28;s28x5531
5532;14.922782;50.947287;1;19;s19x5532
5533;17.840019;52.264081;1;11;s11x5533
5534;23.873426;49.029197;1;27;s27x5534
5535;18.746712;51.90377;1;11;s11x5535
5536;23.731618;53.626891;1;5;s5x5536
5537;14.331129;50.224929;0;14;s14x5537
5538;16.666027;50.367625;1;17;s17x5538
5539;19.593484;54.012092;1;16;s16x5539
5540;18.798025;54.016795;1;14;s14x5540
5541;17.09583;49.556514;1;6;s6x5541
5542;23.400694;53.838628;1;30;s30x5542
5543;22.436316;53.11458;0;5;s5x5543
5544;14.213791;49.283913;1;29;s29x5544
5545;23.489325;52.076907;1;9;s9x5545
5546;23.893791;50.528662;1;13;s13x5546
5547;23.480556;54.581125;1;6;s6x5547
5548;18.385094;53.288052;1;8;s8x5548
5549;21.091382;52.882229;1;26;s26x5549
5550;21.197582;51.840099;1;5;s5x5550
5551;22.377586;53.958353;1;24;s24x5551
5552;19.97678;50.319925;1;17;s17x5552
5553;15.584924;53.942951;1;26;s26x5553
5554;19.867824;54.375372;1;25;s25x5554
5555;15.642363;50.046267;1;9;s9x5555
5556;20.898998;53.844212;1;10;s10x5556
5557;21.233399;49.532062;1;25;s25x5557
5558;15.116432;50.909147;1;23;s23x5558
5559;18.638228;54.659438;1;13;s13x5559
5560;16.939759;49.523185;1;26;s26x5560
5561;19.220549;50.797214;1;10;s10x5561
5562;17.125783;53.913136;1;9;s9x5562
5563;18.61472;53.047519;1;13;s13x5563
5564;22.025907;51.344083;1;6;s6x5564
5565;23.941765;49.266284;1;14;s14x5565
5566;18.793519;51.83116;1;19;s19x5566
5567;22.011482;49.375824;1;17;s17x5567
5568;18.345763;49.634668;1;18;s18x5568
5569;20.66479;50.426418;1;16;s16x5569
5570;19.723682;53.982463;0;25;s25x5570
5571;16.570006;52.490126;1;29;s29x5571
5572;19.88154;52.653722;1;6;s6x5572
5573;18.641764;50.363578;1;12;s12x5573
5574;19.770771;54.060525;1;26;s26x5574
5575;19.799913;49.680015;1;25;s25x5575
5576;20.201339;54.11752;1;27;s27x5576
5577;20.721245;53.351046;1;19;s19x5577
5578;19.505024;51.494058;1;22;s22x5578
5579;19.837164;51.791449;1;7;s7x5579
5580;17.800711;49.704379;1;14;s14x5580
5581;15.869554;53.652524;1;8;s8x5581
5582;18.147855;50.625259;1;17;s17x5582
5583;16.40045;51.266422;1;16;s16x5583
5584;15.710458;51.004811;1;27;s27x5584
5585;23.53205;49.037441;1;17;s17x5585
5586;22.643092;52.264679;1;23;s23x5586
5587;19.342415;49.845025;1;19;s19x5587
5588;23.483154;52.544677;1;7;s7x5588
5589;15.155517;52.146393;1;30;s30x5589
5590;15.528835;52.314193;1;8;s8x5590
5591;21.822935;52.825951;1;30;s30x5591
5592;20.955789;51.223703;1;25;s25x5592
5593;21.807914;54.604779;1;26;s26x5593
5594;21.259229;50.644392;0;26;s26x5594
5595;14.660665;52.116316;1;26;s26x5595
5596;14.316534;54.428234;1;22;s22x5596
5597;16.516273;54.250289;1;20;s20x5597
5598;17.297565;54.669638;1;11;s11x5598
5599;17.806155;49.07519;1;8;s8x5599
5600;23.434057;51.069478;0;18;s18x5600
5601;14.172436;52.472704;1;10;s10x5601
5602;22.368456;53.672879;0;28;s28x5602
5603;17.031187;53.916349;1;17;s17x5603
5604;21.925308;52.428647;1;14;s14x5604
5605;21.53648;53.144068;1;29;s29x5605
5606;20.488137;52.288376;1;15;s15x5606
